raw_row_number,date,time,location,lat,lng,sector,subject_age,subject_race,subject_sex,officer_id_hash,type,violation,arrest_made,citation_issued,outcome,vehicle_registration_state,raw_race
1387,2015-11-18,23:15:00,"CARTER RD/PARRISH AVE, OWENSBORO, KY, 42303",37.7576995,-87.1456546,CHARLIE,21,black,female,cccb830893,vehicular,NO REGISTRATION PLATES; FAILURE TO PRODUCE INSURANCE CARD,FALSE,TRUE,citation,KY,BLACK
1388,2015-12-03,04:41:00,"1700 BLK E PARRISH AVE, FORDSVILLE, KY, 42343",37.7669489,-87.0870417,DELTA,55,white,female,cccb830893,vehicular,NO REGISTRATION PLATES,FALSE,TRUE,citation,KY,WHITE
1389,2015-12-04,06:08:00,"CARTER RD/PADDOCK POINT, OWENSBORO, KY, 42301",37.7504247,-87.1470964,CHARLIE,43,white,male,cccb830893,vehicular,"NO REGISTRATION PLATES; FAILURE OF OWNER TO MAINTAIN REQUIRED INS/SEC, 1ST OFF",FALSE,TRUE,citation,KY,WHITE
1390,2015-12-08,22:56:00,"W PARRISH AVE/MORELAND, CENTRAL CITY, KY, 42330",37.7615868,-87.1222855,CHARLIE,22,white,male,cccb830893,vehicular,NO REGISTRATION PLATES,FALSE,TRUE,citation,KY,WHITE
1391,2016-01-03,01:19:00,"715 W PARRISH AVE, OWENSBORO, KY, 42301",37.7629636,-87.1176416,CHARLIE,41,white,female,cccb830893,vehicular,NO REGISTRATION PLATES,FALSE,TRUE,citation,KY,WHITE
1392,2016-01-08,00:34:00,"WENDELL FORD EXPY/EXIT 10, OWENSBORO, KY, 42303",37.7700831,-87.1650121,WEST,29,white,male,cccb830893,vehicular,NO REGISTRATION PLATES; FAILURE TO PRODUCE INSURANCE CARD,FALSE,TRUE,citation,KY,WHITE
1393,2016-01-09,21:51:00,"KY54/HWY 142N, WHITESVILLE, KY, 42378",37.7361525,-87.0054743,EAST,41,white,male,cccb830893,vehicular,NO TAIL LAMPS,FALSE,TRUE,citation,KY,WHITE
1394,2016-01-27,01:48:00,"2630 W PARRISH AVE, OWENSBORO, KY, 42301",37.7577317,-87.1454315,CHARLIE,30,black,male,cccb830893,vehicular,FAILURE TO DIM HEADLIGHTS; REAR LICENSE NOT ILLUMITED; OPERATING ON SUS OR REV OPER LICENSE; FAILURE TO PRODUCE INSURANCE CARD,FALSE,TRUE,citation,KY,BLACK
1395,2016-02-03,00:46:00,"W PARRISH AVE/WERNER AVE, OWENSBORO, KY, 42303",37.7597438,-87.1299526,CHARLIE,54,white,male,cccb830893,vehicular,"NO REGISTRATION PLATES; FAILURE TO PRODUCE INSURANCE CARD; POSS CONT SUB 1ST DEG, 1ST OFF (METHAMPHETAMINE); DRUG PARAPHERLIA - BUY/POSSESS",TRUE,TRUE,arrest,KY,WHITE
1396,2016-02-27,23:13:00,"W 9TH ST/FREDERICA ST, OWENSBORO, KY, 42301",37.7673963,-87.1131751,BRAVO,18,white,male,cccb830893,vehicular,NO TAIL LAMPS; FAILURE TO WEAR SEAT BELTS; NO REGISTRATION PLATES,FALSE,TRUE,citation,KY,WHITE
1397,2016-03-03,03:24:00,"1100 W 5TH ST, OWENSBORO, KY, 42303",37.77098,-87.1223726,ALPHA,39,white,female,cccb830893,vehicular,CARELESS DRIVING,FALSE,TRUE,citation,KY,WHITE
1398,2016-03-03,03:45:00,"1100 W 5TH ST, OWENSBORO, KY, 42303",37.7710241,-87.1218127,ALPHA,29,white,male,cccb830893,vehicular,CARELESS DRIVING,FALSE,TRUE,citation,KY,WHITE
1399,2016-03-28,10:13:00,"CARTER RD/TAMARACK, OWENSBORO, KY, 42301",37.7337158,-87.1533771,ECHO,56,white,female,cccb830893,vehicular,FAILURE TO WEAR SEAT BELTS; BOOSTER SEAT VIOLATIONS,FALSE,TRUE,citation,KY,WHITE
1400,2015-10-20,19:14:00,"4004 CARPENTER DR APT C, OWENSBORO, KY, 42301",37.7295177,-87.1382385,ECHO,53,white,male,555503b792,pedestrian,"POSS CONT SUB, 1ST DEGREE, 2ND OFFENSE (METHAMPHETAMINE); DRUG PARAPHERLIA - BUY/POSSESS",TRUE,TRUE,arrest,KY,WHITE
1401,2015-10-21,19:28:00,"COLLEGE DR, OWENSBORO, KY, 42301",37.7418558,-87.1243956,ECHO,53,white,male,555503b792,vehicular,"OPERATING ON SUS OR REV OPER LICENSE; FLEEING OR EVADING POLICE, 1ST DEGREE (MOTOR VEHICLE); DISREGARDING STOP SIGN",TRUE,TRUE,arrest,KY,WHITE
1402,2015-10-26,17:38:00,"1710 E PARRISH AVE, OWENSBORO, KY, 42303",37.7656662,-87.0894006,BRAVO,24,white,female,555503b792,pedestrian,"TRAFF IN CONT SUB, 1ST DEGREE, 1ST OFF - (< 2 GMS METHAMPHETAMINE); POSSESSION OF SYNTHETIC DRUGS - CLASS B MISDEMEANOR",TRUE,TRUE,arrest,KY,WHITE
1403,2015-12-11,19:40:00,"FREDERICA ST/W WARRICK, OWENSBORO, KY, 42303",37.7398454,-87.1180057,FOX,45,white,male,555503b792,vehicular,"FAILURE TO OR IMPROPER SIGL; TRAFF IN CONT SUB, 1ST DEGREE, 1ST OFF - (> OR = 2 GMS METHAMPHETAMINE)",TRUE,TRUE,arrest,KY,WHITE
1404,2015-12-15,17:35:00,"W 5TH ST/SYCAMORE ST, OWENSBORO, KY, 42301",37.771048,-87.1214712,ALPHA,32,black,male,555503b792,pedestrian,"TRAFF IN CONT SUB, 1ST DEGREE, 2ND OR > OFFENSE - (< 4 GMS COCAINE); TAMPERING WITH PHYSICAL EVIDENCE; POSSESSION OF SYNTHETIC DRUGS - CLASS B MISDEMEANOR",TRUE,TRUE,arrest,FL,BLACK
1405,2016-01-07,18:07:00,"817 CARTER RD, OWENSBORO, KY, 42303",37.7666356,-87.1485985,ALPHA,18,white,male,555503b792,vehicular,"FAILURE TO OR IMPROPER SIGL; NO OPERATORS-MOPED LICENSE; TRAFF IN CONT SUB, 1ST DEGREE, 1ST OFF - (< 2 GMS METHAMPHETAMINE); POSS OF MARIJUADRUG PARAPHERLIA - BUY/POSSESS; UNLAWFUL TRANSACTION W/MINOR, 1ST - ILL CONT SUB, U/18 YOA",TRUE,TRUE,arrest,KY,WHITE
1406,2016-01-21,18:20:00,"520 J R MILLER BLVD, OWENSBORO, KY, 42303",37.7713352,-87.108623,BRAVO,35,white,male,555503b792,pedestrian,TRAF IN MARIJUA ( LESS THAN 8 OZ.) 2ND > OFF; CARRYING A CONCEALED WEAPON,FALSE,TRUE,citation,KY,WHITE
1407,2016-02-05,20:43:00,"RIVER RD/CULLEN AVE, OWENSBORO, KY, 42301",37.7749465,-87.136956,ALPHA,24,white,male,555503b792,pedestrian,TRAF IN MARIJUA ( LESS THAN 8 OZ.) 2ND > OFF; DRUG PARAPHERLIA - BUY/POSSESS,TRUE,TRUE,arrest,KY,WHITE
1408,2016-02-05,20:43:00,"RIVER RD/CULLEN AVE, OWENSBORO, KY, 42301",37.7751116,-87.1369056,ALPHA,37,white,male,555503b792,pedestrian,TRAF IN MARIJUA ( LESS THAN 8 OZ.) 1ST OFF,FALSE,TRUE,citation,KY,WHITE
1409,2015-10-23,11:35:00,"CARTER RD, OWENSBORO, KY, 42301",37.7576896,-87.1456687,CHARLIE,31,white,female,da49997d3b,vehicular,FAILURE TO WEAR SEAT BELTS,FALSE,TRUE,citation,KY,WHITE
1410,2015-10-29,16:04:00,"2800 BLK KY54, UTICA, KY, 42376",37.7568935,-87.0688819,DELTA,61,white,female,aff271b596,vehicular,NO REGISTRATION PLATES; FAILURE TO PRODUCE INSURANCE CARD,FALSE,TRUE,citation,KY,WHITE
1411,2016-01-30,00:40:00,E PARRISH AVE,37.7643066,-87.1078222,DELTA,27,white,male,60dc0a01bb,vehicular,FAILURE TO WEAR SEAT BELTS; NO OPERATORS-MOPED LICENSE; OPER MTR VEHICLE U/INFLUENCE ALC/DRUGS/ETC. .08 - 1ST OFF; POSS OF OPEN ALC BEVERAGE CONT IN MOTOR VEH PROHIBITED,TRUE,TRUE,arrest,KY,WHITE
1412,2016-01-31,02:14:00,"1000 BLK FREDERICA ST, OWENSBORO, KY, 42303",37.7658615,-87.112739,BRAVO,30,white,male,60dc0a01bb,vehicular,FAILURE TO WEAR SEAT BELTS; OPER MTR VEHICLE U/INFLU ALC/DRUGS/ETC. .08 (AGG CIRCUM) 1ST OFF; FAILURE TO PRODUCE INSURANCE CARD,TRUE,TRUE,arrest,KY,WHITE
1413,2016-02-20,22:55:00,"3136 W 2ND ST, OWENSBORO, KY, 42301",37.7736659,-87.1511327,ALPHA,50,white,male,60dc0a01bb,vehicular,OPER MTR VEHICLE U/INFLUENCE ALC/DRUGS/ETC. .08 - 2ND OFF,TRUE,TRUE,arrest,IN,WHITE
1414,2016-03-01,02:48:00,"J R MILLER BLVD AND E 4TH ST, REO, IN, 47634",37.7727231,-87.1088186,BRAVO,23,white,male,60dc0a01bb,vehicular,DISREGARDING TRAFFIC CONT DEV-TRAFFIC LIGHT; FAILURE TO WEAR SEAT BELTS; OPERATING ON SUS OR REV OPER LICENSE; OPER MTR VEHICLE U/INFLUENCE ALC/DRUGS/ETC. .08 - 1ST OFF; FAILURE TO PRODUCE INSURANCE CARD,TRUE,TRUE,arrest,IN,WHITE
1415,2016-03-06,02:04:00,"E 9TH ST AND CENTER ST, OWENSBORO, KY, 42301",37.767779,-87.1031152,BRAVO,31,white,female,60dc0a01bb,vehicular,FAILURE TO WEAR SEAT BELTS; OPER MTR VEHICLE U/INFLU ALC/DRUGS/ETC. .08 (AGG CIRCUM) 1ST OFF,TRUE,TRUE,arrest,KY,WHITE
1416,2016-03-31,03:02:00,"E 9TH ST AND JR MILLER BLVD, LEWISPORT, KY, 42351",37.7675973,-87.1078383,BRAVO,60,white,male,60dc0a01bb,vehicular,FAILURE TO ILLUMITE HEAD LAMPS; OPERATING ON SUS OR REV OPER LICENSE; OPER MTR VEHICLE U/INFLU ALC/DRUGS/ETC. .08 (AGG CIRCUM) 1ST OFF; DISPLAY OR POSS OF CANCELLED OR FICTITIOUS OPER LI,TRUE,TRUE,arrest,KY,WHITE
1417,2015-10-28,23:01:00,"E 18TH ST AND TRIPLETT ST, OWENSBORO, KY, 42301",37.7589131,-87.1028204,DELTA,48,white,male,f53b537376,vehicular,OPER MTR VEHICLE U/INFLU ALC/DRUGS/ETC. .08 (AGG CIRCUM) 1ST OFF; POSS OF OPEN ALC BEVERAGE CONT IN MOTOR VEH PROHIBITED,TRUE,TRUE,arrest,KY,WHITE
1418,2015-10-29,20:58:00,"2700 FREDERICA ST, OWENSBORO, KY, 42301",37.7473788,-87.1139734,CHARLIE,41,black,male,d8167f8260,vehicular,"NO REGISTRATION PLATES; FAILURE OF OWNER TO MAINTAIN REQUIRED INS/SEC, 1ST OFF",FALSE,TRUE,citation,KY,BLACK
1419,2016-01-13,15:17:00,"BOSLEY RD/ W PARRISH AVE, OWENSBORO, KY, 42301",37.7590278,-87.1351179,CHARLIE,50,white,female,d8167f8260,vehicular,FAILURE TO WEAR SEAT BELTS,FALSE,TRUE,citation,KY,WHITE
1420,2016-01-28,15:31:00,"1400 W PARRISH AVE, WHITESVILLE, KY, 42378",37.7599108,-87.1297462,CHARLIE,35,white,female,d8167f8260,vehicular,FAILURE TO WEAR SEAT BELTS,FALSE,TRUE,citation,KY,WHITE
1421,2016-01-28,21:07:00,"2300 W PARRISH AVE, OWENSBORO, KY, 42301",37.7582452,-87.1419136,CHARLIE,17,white,male,d8167f8260,vehicular,SPEEDING 15 MPH OVER LIMIT; OPERATING ON SUS OR REV OPER LICENSE,FALSE,TRUE,citation,KY,WHITE
1422,2016-02-06,14:47:00,"FREDERICA ST/ W PARRISH AVE, OWENSBORO, KY, 42301",37.763991,-87.1125608,BRAVO,38,white,male,d8167f8260,vehicular,NO REGISTRATION PLATES,FALSE,TRUE,citation,KY,WHITE
1423,2016-02-06,16:15:00,"BOSLEY RD/ GRIFFITH AVE, OWENSBORO, KY, 42301",37.7543807,-87.1347309,CHARLIE,26,white,male,d8167f8260,vehicular,NO REGISTRATION PLATES,FALSE,TRUE,citation,KY,WHITE
1424,2016-02-13,19:00:00,"GRIFFITH AVE/ LEWIS LN, UTICA, KY, 42376",37.7551226,-87.131378,CHARLIE,47,white,male,d8167f8260,vehicular,"NO REGISTRATION PLATES; FAILURE OF OWNER TO MAINTAIN REQUIRED INS/SEC, 1ST OFF",FALSE,TRUE,citation,KY,WHITE
1425,2016-02-18,15:44:00,"GRIFFITH AVE/ BOSLEY RD, OWENSBORO, KY, 42301",37.7544365,-87.1347523,CHARLIE,21,white,male,d8167f8260,vehicular,FAILURE TO WEAR SEAT BELTS,FALSE,TRUE,citation,KY,WHITE
1426,2016-02-22,15:59:00,"800 W PARRISH AVE, OWENSBORO, KY, 42303",37.763066,-87.117249,CHARLIE,34,white,male,d8167f8260,vehicular,NO REGISTRATION PLATES; FAILURE TO PRODUCE INSURANCE CARD,FALSE,TRUE,citation,KY,WHITE
1427,2016-02-25,15:35:00,"STRICKLAND DR/ SOUTHTOWN BLVD, OWENSBORO, KY, 42303",37.7259996,-87.1553062,ECHO,27,white,male,d8167f8260,vehicular,FAILURE TO WEAR SEAT BELTS,FALSE,TRUE,citation,TN,WHITE
1428,2016-03-05,21:49:00,"W PARRISH AVE/ HICKMAN AVE, OWENSBORO, KY, 42301",37.7607766,-87.1250428,CHARLIE,17,white,female,d8167f8260,vehicular,CARELESS DRIVING,FALSE,TRUE,citation,KY,WHITE
1429,2016-03-12,16:04:00,"FIELDCREST DR/ OXFORD DR, OWENSBORO, KY, 42301",37.7525751,-87.134898,CHARLIE,58,white,female,d8167f8260,vehicular,NO REGISTRATION PLATES,FALSE,TRUE,citation,KY,WHITE
1430,2016-03-21,17:47:00,"WALNUT ST/ W 4TH ST, OWENSBORO, KY, 42301",37.7722735,-87.1180081,ALPHA,19,white,male,d8167f8260,vehicular,NO OPERATORS-MOPED LICENSE,FALSE,TRUE,citation,KY,WHITE
1431,2016-03-26,16:46:00,"FREDERICA ST/ GRIFFITH AVE, OWENSBORO, KY, 42303",37.7606348,-87.1123353,CHARLIE,35,white,male,d8167f8260,vehicular,"NO REGISTRATION PLATES; FAILURE OF OWNER TO MAINTAIN REQUIRED INS/SEC, 1ST OFF",FALSE,TRUE,citation,KY,WHITE
1432,2016-03-27,22:09:00,"1000 MORELAND AVE, OWENSBORO, KY, 42303",37.766354,-87.1226384,CHARLIE,41,white,female,d8167f8260,vehicular,"NO REGISTRATION PLATES; FAILURE OF OWNER TO MAINTAIN REQUIRED INS/SEC, 1ST OFF",FALSE,TRUE,citation,KY,WHITE
1433,2016-03-28,15:19:00,"700 W PARRISH AVE, OWENSBORO, KY, 42303",37.7630457,-87.1173977,CHARLIE,45,white,male,d8167f8260,vehicular,FAILURE TO WEAR SEAT BELTS,FALSE,TRUE,citation,KY,WHITE
1434,2016-03-30,18:58:00,"GRIFFITH AVE/ ROBIN RD, OWENSBORO, KY, 42301",37.7576916,-87.1226821,CHARLIE,63,white,female,d8167f8260,vehicular,FAILURE TO WEAR SEAT BELTS,FALSE,TRUE,citation,KY,WHITE
1435,2016-04-06,15:04:00,"700 W PARRISH AVE, OWENSBORO, KY, 42301",37.763085,-87.1174548,CHARLIE,48,white,female,d8167f8260,vehicular,"FAILURE TO WEAR SEAT BELTS; FAILURE OF OWNER TO MAINTAIN REQUIRED INS/SEC, 1ST OFF",FALSE,TRUE,citation,KY,WHITE
1436,2016-04-06,15:36:00,"700 W PARRISH AVE, CALHOUN, KY, 42327",37.7630465,-87.1174323,CHARLIE,55,white,male,d8167f8260,vehicular,FAILURE TO WEAR SEAT BELTS,FALSE,TRUE,citation,KY,WHITE
1437,2016-04-17,17:34:00,"W PARRISH AVE/ BOSLEY RD, OWENSBORO, KY, 42303",37.7588924,-87.1350813,CHARLIE,26,white,male,d8167f8260,vehicular,"DISREGARDING TRAFFIC CONT DEV-TRAFFIC LIGHT; OPERATING ON SUS OR REV OPER LICENSE; FAILURE OF OWNER TO MAINTAIN REQUIRED INS/SEC, 1ST OFF",FALSE,TRUE,citation,KY,WHITE
1438,2016-04-22,15:26:00,"W PARRISH AVE/ BOSLEY RD, OWENSBORO, KY, 42301",37.7589034,-87.1349889,CHARLIE,23,black,male,d8167f8260,vehicular,FAILURE TO WEAR SEAT BELTS; OPERATING ON SUS OR REV OPER LICENSE,FALSE,TRUE,citation,KY,BLACK
1439,2016-05-03,22:19:00,"1500 BOSLEY RD, OWENSBORO, KY, 42301",37.756941,-87.1348464,CHARLIE,21,white,female,d8167f8260,vehicular,FAILURE TO WEAR SEAT BELTS,FALSE,TRUE,citation,IN,WHITE
1440,2016-05-06,16:35:00,"1800 W 9TH ST, OWENSBORO, KY, 42301",37.7639616,-87.1332483,ALPHA,59,white,male,d8167f8260,vehicular,"NO REGISTRATION PLATES; FAILURE OF OWNER TO MAINTAIN REQUIRED INS/SEC, 1ST OFF",FALSE,TRUE,citation,KY,WHITE
1441,2016-05-08,15:17:00,"700 W PARRISH AVE, OWENSBORO, KY, 42301",37.7630246,-87.1176451,CHARLIE,33,white,female,d8167f8260,vehicular,FAILURE TO WEAR SEAT BELTS,FALSE,TRUE,citation,KY,WHITE
1442,2016-05-09,15:02:00,"700 W PARRISH AVE, OWENSBORO, KY, 42303",37.7630453,-87.1178112,CHARLIE,19,white,male,d8167f8260,vehicular,IMPROPER REGISTRATION PLATE; FAILURE TO WEAR SEAT BELTS,FALSE,TRUE,citation,KY,WHITE
1443,2016-05-24,21:45:00,"DORNELL ST/ CRAVENS AVE, LOUISVILLE, KY, 40215",37.7672208,-87.1475617,ALPHA,26,black,male,d8167f8260,vehicular,NO TAIL LAMPS; OPERATING ON SUS OR REV OPER LICENSE,FALSE,TRUE,citation,KY,BLACK
1444,2016-05-26,23:22:00,"2200 FULKERSON DR, OWENSBORO, KY, 42301",37.7266703,-87.1474451,ECHO,18,white,female,d8167f8260,vehicular,LEAVING SCENE OF ACCIDENT-FAILURE TO RENDER AID OR ASSISTANCE,TRUE,TRUE,arrest,KY,WHITE
1445,2016-06-02,17:08:00,"W PARRISH AVE/ BOSLEY RD, OWENSBORO, KY, 42303",37.7588856,-87.1350229,CHARLIE,27,white,male,d8167f8260,vehicular,FAILURE TO WEAR SEAT BELTS,FALSE,TRUE,citation,TN,WHITE
1446,2016-06-03,21:34:00,"1400 WALNUT ST, OWENSBORO, KY, 42301",37.7624927,-87.1170946,CHARLIE,36,black,male,d8167f8260,vehicular,NO REGISTRATION PLATES; FAILURE TO PRODUCE INSURANCE CARD,FALSE,TRUE,citation,KY,BLACK
1447,2016-06-09,16:12:00,"2000 W PARRISH AVE, OWENSBORO, KY, 42301",37.758766,-87.1371256,CHARLIE,30,white,female,d8167f8260,vehicular,NO REGISTRATION PLATES; FAILURE TO PRODUCE INSURANCE CARD; OPERATING ON SUS OR REV OPER LICENSE,FALSE,TRUE,citation,KY,WHITE
1448,2016-06-23,22:26:00,"112 DAVIESS ST, OWENSBORO, KY, 42301",37.7754303,-87.110119,BRAVO,21,black,male,d8167f8260,vehicular,CARELESS DRIVING; OPERATING ON SUS OR REV OPER LICENSE; FAILURE TO PRODUCE INSURANCE CARD,FALSE,TRUE,citation,KY,BLACK
1449,2015-10-31,02:20:00,"321 WEIKEL DR, UTICA, KY, 42376",37.7286116,-87.1157568,FOX,21,white,male,821581ab1f,vehicular,OPER MTR VEHICLE U/INFLU ALC/DRUGS/ETC. .08 (AGG CIRCUM) 1ST OFF,TRUE,TRUE,arrest,KY,WHITE
1450,2015-11-16,23:20:00,"HWY 54 / THRUSTON DERMONT RD, CHIEFLAND, FL, 32626",37.7439487,-87.0411629,EAST,47,white,male,821581ab1f,vehicular,OPER MTR VEHICLE U/INFLUENCE ALC/DRUGS/ETC. .08 - 1ST OFF,TRUE,TRUE,arrest,FL,WHITE
1451,2016-01-09,20:10:00,"W 9TH ST / McGILL ST, OWENSBORO, KY, 42301",37.7650301,-87.1299064,ALPHA,37,white,male,821581ab1f,vehicular,OPER MTR VEHICLE U/INFLUENCE ALC/DRUGS/ETC. .08 - 1ST OFF; NO OPERATORS-MOPED LICENSE; FAILURE TO PRODUCE INSURANCE CARD,TRUE,TRUE,arrest,KY,WHITE
1452,2016-01-28,20:10:00,"2700 BLK FREDERICA ST, UTICA, KY, 42376",37.7490524,-87.1129466,CHARLIE,35,white,male,821581ab1f,vehicular,OPERATING VEHICLE WITH EXPIRED OPERATORS LICENSE; FAILURE TO PRODUCE INSURANCE CARD; IMPROPER DISPLAY OF REGISTRATION PLATES,FALSE,TRUE,citation,KY,WHITE
1453,2015-11-22,21:15:00,"1700 TRIPLETT ST, OWENSBORO, KY, 42301",37.75855,-87.1028323,DELTA,30,black,female,77dd92cd7c,vehicular,NO OPERATORS-MOPED LICENSE; NO REGISTRATION PLATES; FAILURE TO PRODUCE INSURANCE CARD,FALSE,TRUE,citation,KY,BLACK
1454,2015-11-26,20:28:00,"1700 E PARRISH AVE, OWENSBORO, KY, 42301",37.7670067,-87.0860733,DELTA,23,black,male,77dd92cd7c,vehicular,NO REGISTRATION PLATES; FAILURE TO PRODUCE INSURANCE CARD,FALSE,TRUE,citation,KY,BLACK
1455,2015-11-30,22:03:00,"1000 E 18TH ST, CALHOUN, KY, 42327",37.7589726,-87.1035612,DELTA,20,white,female,77dd92cd7c,vehicular,FAILURE TO PRODUCE INSURANCE CARD,FALSE,TRUE,citation,KY,WHITE
1456,2015-12-03,20:02:00,"2004 PRINCE AVE, OWENSBORO, KY, 42301",37.7576601,-87.0875839,DELTA,20,white,female,77dd92cd7c,vehicular,NO OPERATORS-MOPED LICENSE,FALSE,TRUE,citation,KY,WHITE
1457,2015-12-08,21:17:00,"3151 KY54, CENTRAL CITY, KY, 42330",37.7544825,-87.062328,DELTA,43,white,male,77dd92cd7c,vehicular,OPER MTR VEHICLE U/INFLUENCE ALC/DRUGS/ETC. .08 - 2ND OFF; FAILURE TO PRODUCE INSURANCE CARD,TRUE,TRUE,arrest,KY,WHITE
1458,2015-12-11,18:57:00,"800 E 9TH ST, OWENSBORO, KY, 42303",37.7678767,-87.1017573,BRAVO,20,black,female,77dd92cd7c,vehicular,NO REGISTRATION PLATES; FAILURE TO PRODUCE INSURANCE CARD,FALSE,TRUE,citation,KY,BLACK
1459,2016-01-06,19:54:00,"3040 HIGHLAND POINTE DR, OWENSBORO, KY, 42303",37.7546971,-87.0696711,DELTA,18,white,male,77dd92cd7c,vehicular,OPERATING ON SUS OR REV OPER LICENSE,FALSE,TRUE,citation,KY,WHITE
1460,2016-01-11,23:04:00,"2000 E 22ND ST, OWENSBORO, KY, 42301",37.7569655,-87.0857993,DELTA,17,black,male,77dd92cd7c,vehicular,NO OPERATORS-MOPED LICENSE,FALSE,TRUE,citation,KY,BLACK
1461,2016-01-19,18:21:00,"1100 J R MILLER BLVD, ROCKPORT, IN, 47635",37.7662438,-87.1082062,BRAVO,38,white,male,77dd92cd7c,vehicular,FAILURE TO ILLUMITE HEAD LAMPS; NO REGISTRATION PLATES; FAILURE TO PRODUCE INSURANCE CARD; FAILURE TO REGISTER TRANSFER OF MOTOR VEHICLE,FALSE,TRUE,citation,IL,WHITE
1462,2016-01-26,15:28:00,"1700 E PARRISH AVE, HAWESVILLE, KY, 42348",37.7658868,-87.0890363,BRAVO,32,white,female,77dd92cd7c,vehicular,FAILURE TO PRODUCE INSURANCE CARD; NO REGISTRATION PLATES; OPERATING ON SUS OR REV OPER LICENSE; FAILURE TO NOTIFY ADRS CHANGE TO DEPT OF TRANS,FALSE,TRUE,citation,KY,WHITE
1463,2016-02-29,14:30:00,"1801 OAK AVE, OWENSBORO, KY, 42303",37.7610696,-87.086572,DELTA,17,white,male,77dd92cd7c,vehicular,LEAVING SCENE OF ACCIDENT-FAILURE TO RENDER AID OR ASSISTANCE; NO OPERATORS-MOPED LICENSE,FALSE,TRUE,citation,KY,WHITE
1464,2016-03-17,16:06:00,"2200 E PARRISH AVE, OWENSBORO, KY, 42303",37.7597792,-87.0762387,DELTA,38,white,male,77dd92cd7c,vehicular,FAILURE TO PRODUCE INSURANCE CARD; NO OPERATORS-MOPED LICENSE,FALSE,TRUE,citation,IN,WHITE
1465,2016-03-30,22:43:00,"3100 FREDERICA ST, OWENSBORO, KY, 42301",37.7487505,-87.11279,DELTA,21,white,male,77dd92cd7c,vehicular,DISREGARDING TRAFFIC CONT DEV-TRAFFIC LIGHT; NO OPERATORS-MOPED LICENSE,FALSE,TRUE,citation,KY,WHITE
1466,2016-04-04,16:03:00,"1500 E 20TH ST, OWENSBORO, KY, 42303",37.7577883,-87.0923353,DELTA,34,white,male,77dd92cd7c,vehicular,FAILURE TO WEAR SEAT BELTS; FAILURE TO PRODUCE INSURANCE CARD; FAILURE TO NOTIFY ADRS CHANGE TO DEPT OF TRANS; OPERATING ON SUS OR REV OPER LICENSE,FALSE,TRUE,citation,KY,WHITE
1467,2016-04-15,17:21:00,"2900 KY54, LIVERMORE, KY, 42352",37.7550515,-87.0641797,DELTA,59,white,female,77dd92cd7c,vehicular,FAILURE TO PRODUCE INSURANCE CARD,FALSE,TRUE,citation,KY,WHITE
1468,2016-04-15,21:56:00,"100 ALLEN ST, OWENSBORO, KY, 42301",37.7755448,-87.1112903,BRAVO,44,white,female,77dd92cd7c,vehicular,FAILURE TO PRODUCE INSURANCE CARD,FALSE,TRUE,citation,KY,WHITE
1469,2016-05-21,18:32:00,"3023 HIGHLAND POINTE DR, OWENSBORO, KY, 42303",37.7549862,-87.0685257,DELTA,36,white,male,77dd92cd7c,vehicular,FAILURE TO PRODUCE INSURANCE CARD,FALSE,TRUE,citation,KY,WHITE
1470,2016-05-27,19:05:00,"1200 BRECKENRIDGE ST, OWENSBORO, KY, 42303",37.7649186,-87.0985249,DELTA,21,white,male,77dd92cd7c,vehicular,NO REGISTRATION PLATES; FAILURE TO PRODUCE INSURANCE CARD; OPERATING ON SUS OR REV OPER LICENSE,FALSE,TRUE,citation,KY,WHITE
1471,2016-05-31,00:53:00,"2100 E 19TH ST, OWENSBORO, KY, 42303",37.7596264,-87.0846847,DELTA,21,white,male,77dd92cd7c,vehicular,RECKLESS DRIVING; NO REGISTRATION PLATES,FALSE,TRUE,citation,KY,WHITE
1472,2016-05-31,21:40:00,"222 DAVIESS ST, OWENSBORO, KY, 42303",37.7670904,-87.1093652,BRAVO,17,black,male,77dd92cd7c,vehicular,NO OPERATORS-MOPED LICENSE,FALSE,TRUE,citation,KY,BLACK
1473,2016-06-02,17:11:00,"1100 E 9TH ST, OWENSBORO, KY, 42301",37.7680746,-87.0990753,BRAVO,27,white,male,77dd92cd7c,vehicular,NO OPERATORS-MOPED LICENSE,FALSE,TRUE,citation,KY,WHITE
1474,2016-06-02,17:14:00,"1100 E PARRISH AVE, OWENSBORO, KY, 42303",37.7653395,-87.098987,BRAVO,28,white,female,77dd92cd7c,vehicular,"FAILURE OF OWNER TO MAINTAIN REQUIRED INS/SEC, 2ND OFF",FALSE,TRUE,citation,KY,WHITE
1475,2016-06-24,12:30:00,"300 W 5TH ST, OWENSBORO, KY, 42301",37.7714267,-87.1141951,BRAVO,31,white,female,77dd92cd7c,vehicular,OPER MTR VEHICLE U/INFLUENCE ALC/DRUGS/ETC. .08 - 1ST OFF; POSSESSION OF SYNTHETIC DRUGS - CLASS B MISDEMEANOR; DRUG PARAPHERLIA - BUY/POSSESS,TRUE,TRUE,arrest,KY,WHITE
